question_id,task_type,subtype,split,quality_checked,candidate_id,source_hotpot_id,source_status,check_status,question,gold_documents,notes
sf_0019,semantic_fact,semantic_rewrite,final,True,sf_cand_0027,5ae14cd555429920d52343bd,accepted,accepted_llm_verified,What is the release year and genre of the South Korean film starring Lee Byung-hun and directed by Kim Jee-woon?,doc_a_bittersweet_life_568d3cd7ef,
sf_0020,semantic_fact,semantic_rewrite,final,True,sf_cand_0029,5a717a865542994082a3e84f,accepted,accepted_llm_verified,Who co-wrote the screenplay for the film Twenty-One with Don Boyd?,doc_twenty_one_1991_film_404a436ea8,
sf_0021,semantic_fact,semantic_rewrite,final,True,sf_cand_0030,5ac4e13c55429919431739ed,accepted,accepted_llm_verified,How did Gandhi contribute to India's independence and global civil rights movements?,doc_mahatma_gandhi_6365cc2174,
sf_0022,semantic_fact,semantic_rewrite,final,True,sf_cand_0031,5a774a065542994aec3b7271,accepted,accepted_llm_verified,When is the annual Harlem Oliver Hardy Festival held each year?,doc_harlem_georgia_4c6434d6ae,
sf_0023,semantic_fact,semantic_rewrite,final,True,sf_cand_0032,5a88f4a955429938390d4000,accepted,accepted_llm_verified,"What year was the action adventure film based on the ""Tomb Raider"" video game series, starring Lara Croft, released?",doc_lara_croft_tomb_raider_the_cradle_of_life_49274f56ac,
sf_0024,semantic_fact,semantic_rewrite,final,True,sf_cand_0034,5a714b135542994082a3e786,accepted,accepted_llm_verified,What do the lyrics of the song 'Up with the White and Gold' reference regarding the University of Georgia?,doc_up_with_the_white_and_gold_29819a99f2,
sf_0025,semantic_fact,semantic_rewrite,final,True,sf_cand_0035,5ae0fdf15542997b2ef7d0d1,accepted,accepted_llm_verified,Where can Pinocchio's Daring Journey be found?,doc_pinocchio_s_daring_journey_37af01d8c6,
sf_0026,semantic_fact,semantic_rewrite,final,True,sf_cand_0036,5a8fc1ca55429918e830d2cb,accepted,accepted_llm_verified,Where was Ernest J. Schmidt born?,doc_ernest_schmidt_58be14bec9,
sf_0027,semantic_fact,semantic_rewrite,final,True,sf_cand_0039,5ab1ea0a554299340b525429,accepted,accepted_llm_verified,What significant contribution did Joseph Ray Watkins make to the direct sales industry?,doc_joseph_ray_watkins_a6b11943d4,
sf_0028,semantic_fact,semantic_rewrite,final,True,sf_cand_0040,5a907f3e55429933b8a2052c,accepted,accepted_llm_verified,What are some films that American actress Emily Peachey is known for?,doc_emily_peachey_0c3d40a18d,
sf_0029,semantic_fact,semantic_rewrite,final,True,sf_cand_0043,5a8f8228554299458435d662,accepted,accepted_llm_verified,What type of organization is the Judicial Crisis Network and what was its original name when founded in 2005?,doc_judicial_crisis_network_8997533544,
sf_0030,semantic_fact,semantic_rewrite,final,True,sf_cand_0044,5ae3bc175542992e3233c466,accepted,accepted_llm_verified,Which publisher releases American comic books featuring the fictional character Loki?,doc_loki_comics_0e3b8484f3,
sf_0031,semantic_fact,semantic_rewrite,final,True,sf_cand_0046,5ae7802c5542997ec272766f,accepted,accepted_llm_verified,"Who wrote the comedy The Taming of the Shrew, and during which years was it believed to have been written?",doc_the_taming_of_the_shrew_e207d2f917,
sf_0032,semantic_fact,semantic_rewrite,final,True,sf_cand_0047,5a794f1b55429970f5fffe94,accepted,accepted_llm_verified,When was Kristina Mladenovic born?,doc_kristina_mladenovic_8f3df0ae56,
sf_0033,semantic_fact,semantic_rewrite,final,True,sf_cand_0051,5a83335d55429954d2e2ec59,accepted,accepted_llm_verified,Which river is the Crocs River a tributary of?,doc_crocs_river_8445db32f1,
sf_0034,semantic_fact,semantic_rewrite,final,True,sf_cand_0052,5ae61a315542996de7b71b5c,accepted,accepted_llm_verified,Where is the Neolithic archaeological site of Beidha located in relation to Petra?,doc_beidha_archaeological_site_e311bb301b,
sf_0035,semantic_fact,semantic_rewrite,final,True,sf_cand_0053,5a8b3c8d55429971feec4685,accepted,accepted_llm_verified,"Where did the film win the award for ""Best Film"" in 2004?",doc_ber_goober_794935edfb,
sf_0036,semantic_fact,semantic_rewrite,final,True,sf_cand_0054,5ade271f5542992fa25da6f6,accepted,accepted_llm_verified,What type of institution is Central Michigan University and where is it located?,doc_central_michigan_university_aac0972f08,
sf_0037,semantic_fact,semantic_rewrite,final,True,sf_cand_0055,5ae7ee335542994a481bbe39,accepted,accepted_llm_verified,"What artists performed the dance song ""Main Tera Boyfriend""?",doc_main_tera_boyfriend_5da726cd0f,
sf_0038,semantic_fact,semantic_rewrite,final,True,sf_cand_0058,5ac47611554299204fd21f59,accepted,accepted_llm_verified,"Who founded the Order of Distinction, also known as the Nişan-i Imtiyaz, in the Ottoman Empire?",doc_order_of_distinction_ottoman_empire_61e465605e,
sf_0039,semantic_fact,semantic_rewrite,final,True,sf_cand_0060,5ab54d395542997d4ad1f0ee,accepted,accepted_llm_verified,Which 12 brands owned by Kraft Foods Inc earn more than $1 billion annually worldwide?,doc_kraft_foods_inc_0daa747dcf,
sf_0040,semantic_fact,semantic_rewrite,final,True,sf_cand_0061,5a74ddb65542996c70cfae22,accepted,accepted_llm_verified,"What is the release date of Loudon Wainwright III's twelfth studio album, History?",doc_history_loudon_wainwright_iii_album_c1e42af1c0,
sf_0041,semantic_fact,semantic_rewrite,final,True,sf_cand_0063,5ac51dc45542994611c8b3b2,accepted,accepted_llm_verified,How did the box office performance of 'Drunken Master' compare to that of Jackie Chan's previous film 'Snake in the Eagle's Shadow'?,doc_drunken_master_57c884bbec,
sf_0042,semantic_fact,semantic_rewrite,final,True,sf_cand_0064,5ab2cb52554299545a2cfa84,accepted,accepted_llm_verified,What geological materials surround the Ogallala Aquifer?,doc_ogallala_aquifer_7c17bb87ca,
sf_0043,semantic_fact,semantic_rewrite,final,True,sf_cand_0065,5abef8825542990832d3a110,accepted,accepted_llm_verified,What was the role of the RMS Olympic in the White Star Line's fleet of Olympic-class liners?,doc_rms_olympic_5233f77b29,
sf_0044,semantic_fact,semantic_rewrite,final,True,sf_cand_0067,5ac2a33a554299657fa28ff9,accepted,accepted_llm_verified,Where was Jovita Idár born?,doc_jovita_id_r_591689140d,
sf_0045,semantic_fact,semantic_rewrite,final,True,sf_cand_0068,5abd40585542993062266c3e,accepted,accepted_llm_verified,"What are the western and eastern boundaries of North Ridge, Accra?",doc_north_ridge_accra_37f478daa3,
sf_0046,semantic_fact,semantic_rewrite,final,True,sf_cand_0070,5ab72c6655429928e1fe382e,accepted,accepted_llm_verified,In which year and location was the American rock band Cave In formed?,doc_cave_in_e5f360c0e7,
sf_0047,semantic_fact,semantic_rewrite,final,True,sf_cand_0071,5a751ef55542993748c897c0,accepted,accepted_llm_verified,What was Jean-Pierre Haigneré's role in the CNES?,doc_jean_pierre_haigner_a09e893b9e,
sf_0048,semantic_fact,semantic_rewrite,final,True,sf_cand_0074,5ac3bdee5542993915413939,accepted,accepted_llm_verified,Which team selected Emil Molin in the 4th round (105th overall) of the 2011 NHL Entry Draft?,doc_emil_molin_c90e957ced,
sf_0049,semantic_fact,semantic_rewrite,final,True,sf_cand_0075,5ab82dc955429934fafe6d08,accepted,accepted_llm_verified,What is the purpose of the pansexual pride flag?,doc_pansexual_pride_flag_e7a123471b,
sf_0050,semantic_fact,semantic_rewrite,final,True,sf_cand_0076,5ac12e9755429964131be162,accepted,accepted_llm_verified,Which players did the Lakers acquire by trade and signing after the mentioned event?,doc_2015_16_los_angeles_lakers_season_59ba3dcbd7,
sf_0051,semantic_fact,semantic_rewrite,final,True,sf_cand_0077,5abbfa0c55429931dba14601,accepted,accepted_llm_verified,When did Henry T. Elrod enlist in the Marine Corps and when was he appointed a Marine second lieutenant?,doc_henry_t_elrod_6d1609e0ac,
sf_0052,semantic_fact,semantic_rewrite,final,True,sf_cand_0079,5abbd8c85542993f40c73be4,accepted,accepted_llm_verified,What is the name of the radio network that broadcasts Michael Medved's nationally syndicated talk show?,doc_michael_medved_a288613bd9,
sf_0053,semantic_fact,semantic_rewrite,final,True,sf_cand_0081,5ab7093d5542991d32223766,accepted,accepted_llm_verified,What role does Philip John Neville currently have with Sky Sports and what ownership position does he hold with Salford City?,doc_phil_neville_dc7fba3243,
sf_0054,semantic_fact,semantic_rewrite,final,True,sf_cand_0083,5ab3b08f554299753aec59a0,accepted,accepted_llm_verified,Which filmmaker duo shot the 1978 documentary about a termite colony in Kenya titled Mysterious Castles of Clay?,doc_mysterious_castles_of_clay_d3a90eb3ee,
sf_0055,semantic_fact,semantic_rewrite,final,True,sf_cand_0084,5a88e7e15542993b751ca8ce,accepted,accepted_llm_verified,What year did the British–Norwegian pop group A1 form?,doc_a1_band_982f417342,
sf_0056,semantic_fact,semantic_rewrite,final,True,sf_cand_0085,5ae0c6275542993d6555ec5c,accepted,accepted_llm_verified,Who discovered 527 Euryanthe and in what year was it discovered?,doc_527_euryanthe_36000d38e6,
sf_0057,semantic_fact,semantic_rewrite,final,True,sf_cand_0087,5ae4062655429970de88d864,accepted,accepted_llm_verified,"Which actor starred in the 1984 film adaptation of Bernard Malamud's baseball novel ""The Natural""?",doc_bernard_malamud_e71b06c3fa,
sf_0058,semantic_fact,semantic_rewrite,final,True,sf_cand_0088,5abaf3c85542996cc5e49f33,accepted,accepted_llm_verified,Which albums feature George Small's keyboard and piano work?,doc_george_small_musician_0e9fc1293f,
sf_0059,semantic_fact,semantic_rewrite,final,True,sf_cand_0089,5ade67545542997c77adee1c,accepted,accepted_llm_verified,Who composed the music for 'America the Beautiful' and where was he serving as a church organist and choirmaster?,doc_america_the_beautiful_cc16096eee,
sf_0060,semantic_fact,semantic_rewrite,final,True,sf_cand_0090,5a8b6af755429950cd6afce9,accepted,accepted_llm_verified,Where is Juliana Hatfield from?,doc_juliana_hatfield_550673a3bc,
mh_0001,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0002,5ae29b595542992decbdcd4e,accepted,accepted_llm_verified,"Who was the director of an American epic space opera film that starred an actor born March 5, 1989?",doc_jake_lloyd_b53538479a|doc_star_wars_episode_i_the_phantom_menace_4eb3d26e9c,
mh_0002,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0003,5ab2b2ed5542992953946822,accepted,accepted_llm_verified,"Who released his debut solo album after the group disbanded, Biff Byford or Shane Filan?",doc_biff_byford_ebf283a0f9|doc_shane_filan_dc86361e25,
mh_0003,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0004,5ae41e9855429970de88d903,accepted,accepted_llm_verified,"""Medusa"" is the eighth episode of the second season from The CW television series ""Supergirl"", which aired on which date, the episode features a minor tie-in with the Arrowverse crossover event ""Invasion!""?",doc_invasion_arrowverse_4f4afef1e1|doc_medusa_supergirl_8d6e9a49b4,
mh_0004,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0005,5ae534405542992663a4f15e,accepted,accepted_llm_verified,Whose orchestra accompanied the First Lady of Song and other singers in a 1967 television special?,doc_a_man_and_his_music_ella_jobim_b8bb9299c5|doc_ella_fitzgerald_bad225fa45,
mh_0005,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0006,5ac29e33554299218029dac6,accepted,accepted_llm_verified,"What title did the mother of Archduke Charles, Duke of Teschen hold in Tuscany?",doc_archduke_charles_duke_of_teschen_e4b577dd5d|doc_maria_luisa_of_spain_df4d8f0b01,
mh_0006,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0007,5a81d970554299676cceb0fc,accepted,accepted_llm_verified,Zooperstars features a clam dressed as a baseball player born in what year?,doc_sammy_sosa_b218c3cb30|doc_zooperstars_ad74029b17,
mh_0007,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0009,5ade23b35542992fa25da6dd,accepted,accepted_llm_verified,The Rieder Automatic Rifle was a model made by the company that created firearms for the forces of what country?,doc_lee_enfield_5ac5394dab|doc_rieder_automatic_rifle_f3649dbc8d,
mh_0008,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0011,5ab50a2b55429942dd415fe0,accepted,accepted_llm_verified,The History of Eric Clapton features him performing with what English rock band that was formed in London in 1963?,doc_the_history_of_eric_clapton_301c644a1b|doc_the_yardbirds_d4d65e0a39,
mh_0009,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0014,5a8f91415542997ba9cb32cc,accepted,accepted_llm_verified,Marina Zueva was the coach for which Canadian World Champion ice dancer?,doc_marina_zueva_2079ca33fd|doc_tessa_virtue_77f5ad2a86,
mh_0010,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0015,5a80b2b1554299485f5986c5,accepted,accepted_llm_verified,"The South Korean actress and model whose real name is Kim Soo-hyun, starred in an MBC show in 2016 that replaced which show?",doc_claudia_kim_2eb262810f|doc_monster_2016_tv_series_c0ee2eb78c,
mh_0011,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0016,5ade0b575542995b365fabe6,accepted,accepted_llm_verified,"James Mangold, is an American film and television director, screenwriter and producer, films he has directed include Logan, an American epic neo-western superhero drama film, released in which year, and  produced by Marvel Entertainment?",doc_james_mangold_d0fd7694a9|doc_logan_film_0a29b47d99,
mh_0012,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0018,5ade0cc35542990dbb2f7f36,accepted,accepted_llm_verified,Hafþór Júlíus Björnsson plays an HBO character who first appears in book form in what year?,doc_gregor_clegane_231a2ea674|doc_haf_r_j_l_us_bj_rnsson_1dfdd19b17,
mh_0013,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0020,5ae7eb635542994a481bbe23,accepted,accepted_llm_verified,Racism without Racists was published by the house founded in what year?,doc_racism_without_racists_5becef9be7|doc_rowman_amp_littlefield_34ac74b325,
mh_0014,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0021,5ab1f5d65542993be8fa9896,accepted,accepted_llm_verified,Which horrer television series aired on AMC on oct 18 2015 directed by the author of the secret diary of laura palmer?,doc_jennifer_lynch_0486ba4058|doc_jss_the_walking_dead_b723f39b46,
mh_0015,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0022,5a7da2e55542990b8f5039dd,accepted,accepted_llm_verified,"What was the population in 2011 of the city that St Mary's Church, Lower Ince is in?",doc_st_mary_s_church_lower_ince_1a454a5d0f|doc_wigan_026155ab85,
mh_0016,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0023,5a87e43255429938390d3e9d,accepted,accepted_llm_verified,"Which character does Kristen Schaal play in the American animated sitcom ""Bob's Burgers""?",doc_bob_s_burgers_season_1_2886b13165|doc_kristen_schaal_f698c7bf42,
mh_0017,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0024,5a77a99a5542995d8318125a,accepted,accepted_llm_verified,What is the name of the Austro-Hungarian general and historian from the province straddling the southern border of the Habsburg Monarchy?,doc_emil_vojnovi_b6376bd08f|doc_military_frontier_664c3d164c,
mh_0018,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0026,5a87a0b45542996e4f30888b,accepted,accepted_llm_verified,What was the person who had a sidekick who the hosted nationally televised talent competition?,doc_ed_mcmahon_6eefc46928|doc_geechy_guy_c51fa0fbdb,
mh_0019,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0028,5a8a67b555429970aeb702cf,accepted,accepted_llm_verified,What disease was Kyle Broflovski infected with by one of his three friends?,doc_kyle_broflovski_3f10dd756a|doc_tonsil_trouble_61639412c6,
mh_0020,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0029,5abcd2ee5542993a06baf976,accepted,accepted_llm_verified,When was the Rihanna's single co-written by Takura Tendayi realeased?,doc_takura_a50409d813|doc_wait_your_turn_4bac5bdf45,
mh_0021,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0030,5ae139a955429901ffe4ae0d,accepted,accepted_llm_verified,Richard Siward resided at the castle just outside what Scottish town?,doc_kellie_castle_f77ea1551e|doc_richard_siward_d_1311_03d3cbc566,
mh_0022,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0032,5ae73f805542991e8301cc3d,accepted,accepted_llm_verified,What company published Bop magazine?,doc_bop_magazine_9850f6ceb7|doc_tiger_beat_7c48346649,
mh_0023,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0034,5ae7ed935542993210983fc1,accepted,accepted_llm_verified,"In what year was the actor who was starred in ""Mogambo"" with Ave Gardner and Grace Kelly born?",doc_clark_gable_c21c8b6ddb|doc_mogambo_39cac44431,
mh_0024,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0036,5a7dcf765542990b8f503ac0,accepted,accepted_llm_verified,"Olivia Newton-John's song Magic was displaced from the top by Sailing, which is by what American singer-songwriter from San Antonio, Texas?",doc_christopher_cross_1b85d85051|doc_magic_olivia_newton_john_song_8b25652ed7,
mh_0025,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0037,5a7cf29c55429909bec768b9,accepted,accepted_llm_verified,The Mann Center for the Performing Arts presened what American singer-songwriter born in 1972?,doc_jill_scott_a56b6c606d|doc_mann_center_for_the_performing_arts_7a5d4d4da0,
mh_0026,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0038,5adbd9fc5542996e6852525b,accepted,accepted_llm_verified,"The star of the series ""Gloria"" also did voice acting for which Disney animated series?",doc_gloria_tv_series_9f71b3a201|doc_sally_struthers_8506e49b8e,
mh_0027,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0039,5ade0c9d5542995b365fabea,accepted,accepted_llm_verified,While in exile in Argentina Lorenzo Luzuriaga translated several works by a philosopher that died in what year?,doc_john_dewey_db149c4fca|doc_lorenzo_luzuriaga_a5f4d01ab4,
mh_0028,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0040,5abbe0bf554299642a094b99,accepted,accepted_llm_verified,In what year did the American public-benefit company based in New York help crowd fund a Hidden Path Entertainment tower defense game?,doc_defense_grid_2_7ebc44099c|doc_kickstarter_893e5d1b0f,
mh_0029,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0042,5a8cda33554299585d9e3744,accepted,accepted_llm_verified,What league ranks higher than the one that Lewis Wing plays in?,doc_efl_championship_b1e8712a20|doc_lewis_wing_0c8c37a33b,
mh_0030,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0043,5ae3bc4d5542992e3233c467,accepted,accepted_llm_verified,"Roger Taylor and Alicia Molik, have which occupation in common?",doc_alicia_molik_72a2937bac|doc_roger_taylor_tennis_c81f31a966,
mh_0031,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0044,5a77bd195542992a6e59dfa8,accepted,accepted_llm_verified,Which sprinter won the 80 hurdles at the 1667 Mediterranean games in Tunisia?,doc_1967_mediterranean_games_2f99907182|doc_carla_panerai_ef9952a14b,
mh_0032,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0045,5ab6a77055429953192ad353,accepted,accepted_llm_verified,What professional ice hockey team in the National Hockey League (NHL) selected Denis Carufel in the tenth round (162nd overall) of the 1974 NHL Amateur Draft?,doc_denis_carufel_3b03152739|doc_kansas_city_scouts_e1f7ce11fc,
mh_0033,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0047,5ae78a7f5542997ec272769b,accepted,accepted_llm_verified,The final stretch of the 2015 Chilean telethon was held at a stadium that has an official capacity of how much?,doc_2015_chilean_telethon_8fc8b250ea|doc_estadio_nacional_julio_mart_nez_pr_danos_855d5d32b2,
mh_0034,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0048,5a773d5c55429966f1a36cc3,accepted,accepted_llm_verified,"Which of the members of the trio 3rdeyegirl, stylized as 3RDEYEGIRL, was a drummer and vocalist from Louisville, Kentucky?",doc_3rdeyegirl_a92a90483e|doc_hannah_welton_a0e430605b,
mh_0035,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0049,5a7f99ac55429969796c1add,accepted,accepted_llm_verified,Which alcoholic brand named after the man who rebuilt its business did Justin Timberlake sing about in 2015?,doc_drink_you_away_099fcc3370|doc_jim_beam_7fda221690,
mh_0036,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0050,5a8c77de554299653c1aa082,accepted,accepted_llm_verified,Thomas Seller Wallace was shot in the chest by one of the fugitives in the incident on the outskirts of this town located how far west of Calgary?,doc_banff_alberta_6ca2396ef1|doc_thomas_seller_wallace_92a78555ac,
mh_0037,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0052,5add33525542994ed6169cd3,accepted,accepted_llm_verified,"Who was the first editor of the magazine in which ""The Gingerbread Man"" was published?",doc_st_nicholas_magazine_82d161ad7e|doc_the_ginger_bread_boy_55d0d40614,
mh_0038,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0053,5ac2da0d55429921a00ab074,accepted,accepted_llm_verified,"Who was the director of the 2002 motion picture drama which featured John Hiatt's ""Slow Turning""?",doc_slow_turning_303ec1d77b|doc_the_rookie_2002_film_fcd483e5e1,
mh_0039,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0055,5a7c31325542990527d55474,accepted,accepted_llm_verified,Little Leaper and the world's oldest rollercoaster are attractions at Lakemont Park in which U.S. state?,doc_lakemont_park_378ae49765|doc_little_leaper_e1d4fdc549,
mh_0040,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0056,5a8a698255429930ff3c0dcf,accepted,accepted_llm_verified,In what year was the company that co-developed and distributed the BlackBerry DTEK60 founded?,doc_blackberry_dtek60_f42b2e7ace|doc_blackberry_limited_76655c5a66,
mh_0041,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0057,5ab269a85542993be8fa990c,accepted,accepted_llm_verified,"No More Mr. Nice Guy features what American country music singer who wrote for Montomery Gentry and Tim McGraw, and was born when?",doc_jeffrey_steele_d5fe9da7ee|doc_no_more_mr_nice_guy_steve_wariner_album_9811db533f,
mh_0042,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0058,5ae52d335542990ba0bbb1e8,accepted,accepted_llm_verified,Who directed the 2014 film in which Isobelle Molloy had her film debut?,doc_isobelle_molloy_b46edca521|doc_maleficent_film_bcdacef78a,
mh_0043,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0060,5ab28e3f554299722f9b4d5a,accepted,accepted_llm_verified,How many members are in the Party that Jack Eddington is a member of as of October 2010?,doc_independence_party_of_new_york_873c8a9d16|doc_jack_eddington_0ebc0f435b,
mh_0044,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0061,5a8006265542992097ad2fce,accepted,accepted_llm_verified,"What actress appeared on ""The Sing-Off"" before her role in the film directed and co-produced by Elizabeth Banks?",doc_kelley_jakle_d5ad54702d|doc_pitch_perfect_2_4ef0fa5623,
mh_0045,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0062,5ac494b15542997ea680ca89,accepted,accepted_llm_verified,"What is the author of the upcoming 2017 epic fantasy novel, ""Oathbringer"", best known for?",doc_brandon_sanderson_7ab46d1810|doc_oathbringer_dddb8bd8d1,
mh_0046,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0064,5ae687635542996d980e7be6,accepted,accepted_llm_verified,Who directed the 2015 film in which Alia Shawkat plays Gertie Michaels?,doc_alia_shawkat_4739f7a9a5|doc_the_final_girls_2d749bafdb,
mh_0047,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0065,5ae838335542997ec272777a,accepted,accepted_llm_verified,"Who directed Revolver, the 2005 crime thriller starring the English actor Jason Statham?",doc_jason_statham_c049858b8e|doc_revolver_2005_film_5de704ec1f,
mh_0048,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0067,5ac077655542996f0d89cbe4,accepted,accepted_llm_verified,"The Blink-182 song ""Ghost on the Dance Floor"" was speculated to be inspired by the death of a DJ that died in what year?",doc_dj_am_b895bec053|doc_ghost_on_the_dance_floor_d3d49dfac0,
