question_id,task_type,split,method,k,gold_count,retrieved_count,matched_gold_count,evidence_recall_at_k,complete_recall_at_k,search_success,mrr,tool_calls,latency_ms,text_read_tokens,evidence_gain_step2,stop_accuracy
mh_0001,multi_hop_relation,final,fusion,5,2,5,1,1.0,0.0,0.0,0.5,3,193.55485997696718,1319,,
mh_0002,multi_hop_relation,final,fusion,1,2,1,1,1.0,0.0,0.0,1.0,3,188.45276000698408,1183,,
mh_0002,multi_hop_relation,final,fusion,3,2,3,1,1.0,0.0,0.0,1.0,3,188.45276000698408,1183,,
mh_0002,multi_hop_relation,final,fusion,5,2,5,2,1.0,1.0,1.0,1.0,3,188.45276000698408,1183,,
mh_0003,multi_hop_relation,final,fusion,1,2,1,1,1.0,0.0,0.0,1.0,3,226.5410599966844,1322,,
mh_0003,multi_hop_relation,final,fusion,3,2,3,2,1.0,1.0,1.0,1.0,3,226.5410599966844,1322,,
mh_0003,multi_hop_relation,final,fusion,5,2,5,2,1.0,1.0,1.0,1.0,3,226.5410599966844,1322,,
mh_0004,multi_hop_relation,final,fusion,1,2,1,1,1.0,0.0,0.0,1.0,3,196.95785998900732,1368,,
mh_0004,multi_hop_relation,final,fusion,3,2,3,1,1.0,0.0,0.0,1.0,3,196.95785998900732,1368,,
mh_0004,multi_hop_relation,final,fusion,5,2,5,1,1.0,0.0,0.0,1.0,3,196.95785998900732,1368,,
mh_0005,multi_hop_relation,final,fusion,1,2,1,1,1.0,0.0,0.0,1.0,3,185.50465999146303,1284,,
mh_0005,multi_hop_relation,final,fusion,3,2,3,1,1.0,0.0,0.0,1.0,3,185.50465999146303,1284,,
mh_0005,multi_hop_relation,final,fusion,5,2,5,1,1.0,0.0,0.0,1.0,3,185.50465999146303,1284,,
mh_0006,multi_hop_relation,final,fusion,1,2,1,1,1.0,0.0,0.0,1.0,3,186.31135996778806,1525,,
mh_0006,multi_hop_relation,final,fusion,3,2,3,1,1.0,0.0,0.0,1.0,3,186.31135996778806,1525,,
mh_0006,multi_hop_relation,final,fusion,5,2,5,2,1.0,1.0,1.0,1.0,3,186.31135996778806,1525,,
mh_0007,multi_hop_relation,final,fusion,1,2,1,1,1.0,0.0,0.0,1.0,3,184.48576001425585,1469,,
mh_0007,multi_hop_relation,final,fusion,3,2,3,1,1.0,0.0,0.0,1.0,3,184.48576001425585,1469,,
mh_0007,multi_hop_relation,final,fusion,5,2,5,1,1.0,0.0,0.0,1.0,3,184.48576001425585,1469,,
mh_0008,multi_hop_relation,final,fusion,1,2,1,1,1.0,0.0,0.0,1.0,3,204.59135999878248,1418,,
mh_0008,multi_hop_relation,final,fusion,3,2,3,2,1.0,1.0,1.0,1.0,3,204.59135999878248,1418,,
mh_0008,multi_hop_relation,final,fusion,5,2,5,2,1.0,1.0,1.0,1.0,3,204.59135999878248,1418,,
mh_0009,multi_hop_relation,final,fusion,1,2,1,1,1.0,0.0,0.0,1.0,3,187.22136002381643,1119,,
mh_0009,multi_hop_relation,final,fusion,3,2,3,1,1.0,0.0,0.0,1.0,3,187.22136002381643,1119,,
mh_0009,multi_hop_relation,final,fusion,5,2,5,1,1.0,0.0,0.0,1.0,3,187.22136002381643,1119,,
mh_0010,multi_hop_relation,final,fusion,1,2,1,1,1.0,0.0,0.0,1.0,3,189.18525999387106,853,,
mh_0010,multi_hop_relation,final,fusion,3,2,3,2,1.0,1.0,1.0,1.0,3,189.18525999387106,853,,
mh_0010,multi_hop_relation,final,fusion,5,2,5,2,1.0,1.0,1.0,1.0,3,189.18525999387106,853,,
mh_0011,multi_hop_relation,final,fusion,1,2,1,1,1.0,0.0,0.0,1.0,3,190.1367600073417,1195,,
mh_0011,multi_hop_relation,final,fusion,3,2,3,2,1.0,1.0,1.0,1.0,3,190.1367600073417,1195,,
mh_0011,multi_hop_relation,final,fusion,5,2,5,2,1.0,1.0,1.0,1.0,3,190.1367600073417,1195,,
mh_0012,multi_hop_relation,final,fusion,1,2,1,1,1.0,0.0,0.0,1.0,3,186.85225998957952,1296,,
mh_0012,multi_hop_relation,final,fusion,3,2,3,1,1.0,0.0,0.0,1.0,3,186.85225998957952,1296,,
mh_0012,multi_hop_relation,final,fusion,5,2,5,1,1.0,0.0,0.0,1.0,3,186.85225998957952,1296,,
mh_0013,multi_hop_relation,final,fusion,1,2,1,1,1.0,0.0,0.0,1.0,3,185.6308600117763,1575,,
mh_0013,multi_hop_relation,final,fusion,3,2,3,1,1.0,0.0,0.0,1.0,3,185.6308600117763,1575,,
mh_0013,multi_hop_relation,final,fusion,5,2,5,1,1.0,0.0,0.0,1.0,3,185.6308600117763,1575,,
mh_0014,multi_hop_relation,final,fusion,1,2,1,0,0.0,0.0,0.0,0.0,3,195.13785999615988,999,,
mh_0014,multi_hop_relation,final,fusion,3,2,3,1,1.0,0.0,0.0,0.5,3,195.13785999615988,999,,
mh_0014,multi_hop_relation,final,fusion,5,2,5,2,1.0,1.0,1.0,0.5,3,195.13785999615988,999,,
